InvoiceNo,Fournisseur
540459,F834
540460,F922
540461,F259
540462,F134
540463,F627
540464,F174
540465,F494
540466,F241
540467,F672
540468,F829
540469,F736
C540470,F437
540471,F508
540472,F259
540473,F179
540474,F421
540475,F747
540476,F338
540477,F425
540478,F206
540479,F797
540480,F839
540481,F312
540482,F905
540489,F366
540493,F717
540495,F603
540496,F210
540497,F622
540498,F268
540499,F252
540500,F408
540501,F766
540502,F813
C540503,F596
540504,F575
540505,F875
540506,F692
540507,F153
540508,F807
540509,F642
540510,F991
540511,F864
540512,F291
540513,F983
540514,F290
540515,F632
540516,F515
540517,F356
540518,F705
540519,F984
540520,F909
540521,F942
540522,F164
540523,F360
540524,F749
540525,F725
540526,F707
C540527,F116
540528,F131
540529,F937
540530,F218
540531,F596
540532,F444
540533,F627
540534,F440
C540535,F603
540536,F856
540537,F910
540538,F310
540539,F135
540540,F203
540541,F835
540542,F737
540543,F183
540544,F568
540545,F510
540546,F354
540547,F489
540548,F660
540549,F496
540550,F302
540551,F352
540552,F451
540553,F391
540554,F672
C540555,F391
540556,F363
540557,F102
540558,F691
C540559,F473
540560,F835
540561,F389
540562,F882
540563,F166
540564,F279
540565,F188
540566,F950
540567,F190
540568,F178
540595,F698
540604,F137
540630,F609
C540634,F875
540635,F245
540636,F413
540637,F448
540638,F865
540639,F815
540640,F207
540641,F292
540642,F751
C540643,F604
540644,F656
540645,F670
540646,F550
540647,F408
540648,F665
540649,F241
540650,F150
540651,F858
C540652,F572
540653,F766
540662,F847
540664,F888
540671,F171
540672,F973
540673,F828
540674,F829
540675,F127
540676,F801
540677,F235
540678,F675
540679,F140
540680,F364
540681,F230
540682,F266
540683,F363
540684,F758
540685,F983
540687,F269
540688,F667
540689,F461
540690,F359
540691,F609
540692,F887
540693,F487
540694,F518
540695,F948
540696,F973
540697,F391
540698,F953
540699,F473
540700,F651
540701,F481
540702,F166
540703,F568
540704,F908
540732,F980
540750,F390
540753,F870
540768,F939
540769,F579
540770,F939
540777,F335
540778,F231
540779,F497
C540780,F440
C540781,F924
540782,F441
C540783,F199
540785,F789
C540784,F914
C540786,F504
C540787,F583
C540788,F711
540789,F428
C540790,F419
C540791,F139
C540792,F453
C540793,F621
540794,F914
540795,F439
C540796,F709
540797,F293
540798,F958
540799,F242
540800,F254
540801,F480
540802,F864
540803,F131
540809,F224
540813,F188
C540814,F576
540815,F631
540816,F372
540817,F520
540818,F847
540819,F855
C540820,F979
540821,F520
540822,F648
540823,F278
540824,F714
540825,F130
540826,F625
540827,F163
540828,F474
540829,F727
540832,F331
540833,F689
540834,F265
540835,F819
540836,F284
C540837,F440
540838,F277
540839,F393
540840,F221
C540841,F465
540842,F403
C540843,F143
540844,F379
C540845,F284
C540846,F557
C540847,F648
540848,F703
540849,F120
C540850,F410
540851,F127
C540852,F825
C540853,F535
C540854,F123
540855,F162
540856,F645
540857,F657
540858,F896
540859,F478
C540860,F129
540862,F464
540866,F583
C540895,F265
540900,F146
540906,F537
540907,F498
540908,F784
540915,F593
C540937,F207
540939,F187
C540938,F904
540940,F488
C540942,F504
540943,F424
C540944,F639
540945,F397
540946,F162
540947,F543
C540948,F202
C540949,F559
C540950,F929
540951,F440
C540952,F103
540953,F106
540954,F483
540955,F424
540957,F795
540968,F976
540970,F395
540971,F188
540972,F655
540973,F284
540974,F530
540975,F476
540976,F545
540977,F229
540978,F419
540979,F688
540980,F918
540981,F718
540982,F842
540983,F625
540984,F150
540985,F615
540986,F210
540987,F438
540990,F730
540991,F430
540992,F371
540993,F886
540994,F155
540995,F235
540996,F667
540997,F620
540998,F653
540999,F119
541000,F116
541001,F699
541002,F898
541003,F695
541004,F864
541005,F472
541006,F453
C541007,F386
541008,F566
C541009,F612
541010,F440
541011,F107
541012,F685
541013,F620
541014,F886
541015,F374
541018,F766
541021,F588
541038,F387
541043,F548
541086,F131
541087,F861
541088,F478
C541089,F713
C541090,F414
541091,F591
C541092,F884
541093,F213
541094,F604
541103,F331
541104,F190
541105,F747
541106,F432
541107,F395
541108,F457
541109,F969
541110,F915
541111,F409
541112,F640
541113,F547
541114,F328
541115,F745
C541117,F624
541118,F998
541119,F293
541120,F425
541121,F583
541122,F408
541123,F536
541124,F439
541125,F658
541126,F273
541127,F706
541128,F790
541129,F711
541130,F466
541131,F672
541132,F712
541133,F478
541134,F129
541135,F426
541136,F625
541137,F978
541138,F818
541139,F992
541149,F317
541172,F928
541181,F151
C541201,F704
541202,F537
541203,F529
541204,F644
541205,F751
541206,F410
541207,F209
541208,F552
541213,F951
541214,F190
541215,F953
541216,F309
541217,F382
541218,F772
541219,F790
541220,F387
541221,F988
C541222,F771
541223,F713
541224,F234
541225,F541
541226,F593
541227,F285
541228,F804
C541229,F308
C541231,F438
C541232,F490
C541233,F763
C541234,F636
C541235,F621
541236,F826
C541237,F931
541238,F467
541239,F583
541240,F656
541241,F157
541242,F519
541243,F295
541244,F652
C541245,F374
541246,F275
541247,F686
541248,F312
541249,F763
541250,F426
541251,F688
541252,F829
541253,F833
C541254,F389
541255,F990
541256,F363
C541257,F843
541258,F660
541259,F847
541260,F771
C541261,F822
541262,F555
541263,F703
541264,F829
541265,F462
541266,F108
541267,F429
541268,F497
541269,F477
541270,F382
541271,F975
541272,F120
541273,F497
541274,F588
541275,F353
541276,F261
541277,F987
541278,F729
541279,F110
541280,F842
541281,F497
541282,F554
541283,F997
541285,F607
C541284,F792
541286,F990
541287,F858
541288,F550
541289,F533
541290,F368
541291,F824
541292,F516
541293,F389
541294,F765
541302,F958
541316,F311
541357,F429
541362,F763
541370,F366
541371,F681
541391,F416
541400,F814
541405,F881
541406,F387
541407,F473
541408,F791
541409,F469
541410,F687
541411,F194
541412,F756
541413,F822
541414,F169
C541415,F333
541417,F872
C541416,F781
C541418,F584
541420,F848
541421,F214
541422,F438
541423,F481
541424,F112
541425,F958
541426,F628
541427,F190
541428,F284
541429,F654
541430,F533
541431,F848
541432,F662
C541433,F174
541434,F980
541435,F821
541436,F693
541439,F377
541473,F279
541474,F485
541479,F624
541480,F880
541481,F127
541482,F672
541483,F958
541484,F897
541485,F670
541486,F845
541487,F969
541488,F982
541489,F200
541490,F657
541491,F994
C541492,F288
541493,F875
541494,F826
541495,F403
541496,F494
541497,F122
C541498,F889
C541499,F767
541500,F119
C541501,F327
C541502,F951
C541503,F879
541504,F765
541505,F379
541506,F336
541507,F465
541508,F706
541509,F684
541510,F990
541511,F558
541513,F212
C541512,F817
541516,F333
541517,F535
541518,F695
541519,F474
541520,F982
541521,F254
541522,F859
541523,F778
541524,F139
541525,F223
541530,F639
541552,F234
541564,F385
541565,F144
541566,F911
541567,F168
541568,F635
541569,F657
541570,F606
541571,F745
C541572,F667
C541573,F887
541574,F396
541575,F572
541576,F559
541584,F513
541585,F233
C541586,F414
541587,F575
541588,F978
C541589,F540
541590,F942
541591,F730
541592,F277
541593,F116
541594,F237
541595,F126
541596,F372
541597,F865
541600,F433
541601,F587
541602,F207
C541603,F700
541604,F903
541605,F459
541606,F370
541607,F333
541608,F162
541609,F513
541610,F190
541611,F469
541615,F312
541631,F360
C541641,F818
541648,F370
541649,F766
C541650,F722
C541651,F974
541652,F549
C541653,F567
C541654,F263
541655,F125
C541656,F201
541657,F230
541658,F763
541659,F960
541660,F179
541664,F897
541669,F463
541670,F601
541671,F350
541672,F810
541673,F141
C541674,F363
541675,F991
541676,F147
541677,F177
541678,F175
541679,F467
541680,F436
541681,F685
541682,F620
541683,F363
541684,F725
541685,F181
541686,F493
541687,F822
C541688,F601
C541689,F786
541690,F214
C541691,F467
541692,F146
C541693,F357
C541694,F430
541695,F872
541696,F903
541697,F938
541698,F613
541699,F383
541700,F378
C541701,F652
541702,F825
541703,F536
C541704,F709
C541705,F167
541706,F875
C541707,F774
541708,F427
541709,F991
C541710,F885
541711,F858
541712,F942
541732,F984
C541735,F582
541756,F281
541782,F973
C541779,F918
541783,F952
541784,F809
541785,F127
C541786,F670
C541787,F631
541788,F673
541789,F679
541791,F704
C541790,F474
541792,F616
541793,F516
541794,F708
541795,F709
541796,F657
541797,F267
541798,F385
541799,F846
541800,F194
541801,F302
541802,F105
541808,F375
541809,F704
541810,F577
541811,F698
541812,F583
541813,F146
541814,F164
541815,F976
541816,F807
C541817,F624
C541818,F234
C541821,F120
C541822,F995
C541823,F286
C541824,F848
C541825,F589
C541826,F991
541827,F216
C541828,F865
C541829,F488
541830,F114
C541831,F870
541832,F528
C541833,F987
C541834,F281
541835,F425
541836,F824
541837,F735
541838,F793
541839,F807
541840,F151
541841,F898
541842,F944
541843,F148
541844,F512
541845,F275
541846,F709
541847,F679
541848,F134
541849,F549
541850,F962
541851,F871
C541852,F403
541853,F997
541854,F703
541855,F229
541856,F513
541857,F212
541858,F318
541859,F942
541860,F719
C541861,F396
541862,F227
C541863,F627
541864,F630
541865,F937
541866,F937
541867,F536
C541868,F261
541869,F879
541870,F470
541871,F253
541872,F321
541873,F976
541874,F242
541875,F206
541876,F888
541877,F325
541878,F166
541879,F227
541880,F422
541881,F738
541882,F245
541883,F232
541884,F920
C541885,F886
541886,F830
C541897,F858
541903,F587
541916,F799
541919,F432
541932,F763
541946,F164
541947,F924
541948,F503
541949,F790
541950,F538
C541959,F861
541960,F740
541962,F179
C541961,F692
541963,F582
C541964,F957
541965,F942
541966,F667
541967,F198
541968,F934
541969,F733
541970,F616
541971,F836
541972,F952
541973,F756
541974,F953
541975,F174
541976,F461
541977,F492
541978,F328
541979,F129
541980,F251
541981,F468
541982,F945
541983,F575
541984,F825
541985,F578
541986,F973
541987,F712
541988,F241
541989,F688
541990,F217
541991,F660
541992,F486
541993,F299
C541994,F624
541995,F158
541996,F489
541997,F905
541998,F129
541999,F227
542000,F917
542001,F562
542002,F776
542003,F676
542004,F811
542005,F421
542006,F619
542025,F517
542026,F302
C542032,F720
C542038,F409
542057,F519
542058,F169
542059,F172
C542060,F803
542065,F433
C542078,F172
542079,F312
542080,F106
542081,F653
C542082,F168
542083,F216
542084,F317
542085,F325
C542086,F175
542087,F651
C542088,F940
542090,F259
C542089,F642
C542091,F221
C542092,F725
542093,F969
C542094,F604
C542095,F664
542096,F135
C542097,F971
542098,F853
542099,F544
542100,F351
C542101,F562
542102,F919
542103,F465
C542104,F663
542105,F998
542106,F265
542107,F377
542108,F239
542109,F845
542110,F410
542111,F702
542112,F806
542113,F851
542114,F642
542115,F307
542121,F239
542122,F519
542123,F526
542124,F131
542125,F117
542126,F199
542127,F789
542128,F609
542129,F974
542130,F761
542131,F566
542132,F649
542133,F275
542134,F225
542135,F290
542136,F488
542137,F493
C542138,F985
C542139,F541
C542140,F562
542141,F525
542142,F573
542143,F571
542145,F173
542146,F126
542147,F720
542148,F234
542149,F615
542151,F549
C542150,F253
542152,F701
542153,F843
542154,F845
542155,F607
542156,F740
542174,F360
542192,F288
542207,F288
542208,F487
542212,F713
542213,F593
542214,F380
542215,F677
542216,F584
542217,F458
542219,F657
C542218,F695
542220,F574
542221,F292
542222,F792
542223,F129
542224,F513
542225,F594
542226,F460
542227,F548
542228,F501
542229,F275
542230,F990
542231,F637
C542232,F232
542233,F238
542234,F951
542235,F200
542236,F457
542237,F912
542238,F426
542239,F822
542240,F514
542241,F543
542242,F536
542243,F864
C542244,F128
C542245,F668
542246,F732
542247,F753
542252,F551
542253,F643
542254,F910
542255,F195
C542256,F795
C542257,F655
542258,F815
C542259,F845
C542260,F569
C542261,F337
C542262,F371
C542263,F658
C542264,F782
542265,F784
542266,F608
542267,F716
542268,F266
542269,F147
C542270,F236
C542271,F224
542272,F589
C542273,F194
542274,F906
542275,F253
542276,F104
542277,F825
542278,F452
542284,F987
542303,F196
542320,F606
542344,F728
542345,F493
C542346,F607
542347,F697
C542348,F967
542349,F444
542350,F512
542351,F924
C542352,F769
542353,F800
542354,F665
542355,F997
542360,F631
542361,F840
542362,F291
542363,F798
542364,F547
542365,F943
C542366,F331
542367,F798
542368,F878
542369,F926
542370,F686
542371,F659
542372,F299
542373,F673
542374,F253
542375,F349
C542376,F454
542377,F977
542378,F626
542379,F969
542380,F688
542381,F138
542382,F636
C542383,F579
542384,F340
C542385,F711
542386,F601
542387,F780
542388,F306
542389,F111
542390,F624
542391,F607
542392,F954
542393,F717
542394,F289
542396,F659
C542395,F647
542397,F956
542398,F350
542399,F822
C542400,F587
542401,F529
C542402,F753
C542403,F295
C542404,F436
542405,F687
542406,F291
542407,F204
542408,F612
542409,F921
542411,F131
542412,F313
C542413,F532
542414,F958
542415,F364
C542416,F253
542417,F811
542418,F493
542419,F736
542420,F697
C542421,F249
542422,F685
542423,F718
C542424,F644
542425,F818
C542426,F575
C542427,F199
542428,F234
542429,F761
542430,F319
542431,F913
542432,F636
542433,F213
542434,F910
542470,F594
542503,F363
542504,F343
542505,F197
542506,F229
542507,F235
542508,F173
542509,F702
542510,F447
542511,F295
542512,F503
542513,F441
542514,F556
542515,F959
542516,F604
542517,F566
542518,F845
542519,F220
542520,F931
542521,F122
542526,F803
542527,F562
542528,F584
542529,F412
542530,F778
542531,F825
542532,F138
542533,F803
542534,F936
542535,F315
542536,F963
542538,F473
C542537,F981
C542539,F285
C542540,F625
542541,F825
542542,F525
542543,F794
542544,F914
542545,F832
542546,F826
542547,F615
542548,F160
542549,F523
542550,F822
542551,F124
542552,F138
542553,F489
542554,F210
542555,F913
542556,F483
542557,F741
542558,F933
542559,F828
542560,F216
542561,F959
542562,F321
542563,F561
542564,F864
542565,F996
542566,F846
542567,F317
542568,F588
542569,F455
542570,F720
542571,F454
542572,F226
542573,F867
542574,F408
542575,F363
542576,F302
542577,F333
542578,F933
542579,F536
542580,F648
542581,F823
542582,F472
542583,F977
542584,F634
542585,F255
542586,F312
542587,F813
C542588,F302
C542589,F184
542590,F474
542591,F304
C542593,F997
542594,F341
542595,F225
542596,F349
542597,F603
542598,F687
542599,F228
542600,F931
542601,F740
542602,F407
542603,F259
C542604,F479
542605,F252
542606,F388
542607,F637
542608,F800
542609,F337
542610,F293
542611,F742
542612,F270
542613,F688
542614,F361
542615,F510
542616,F689
542617,F546
542618,F119
542619,F897
542620,F261
542621,F112
542622,F471
542623,F620
542624,F489
542625,F778
542626,F124
542627,F947
542628,F319
542629,F746
542630,F531
542631,F502
542632,F535
542633,F496
542634,F957
C542635,F698
542636,F517
C542637,F522
C542638,F445
C542639,F458
C542640,F957
542641,F217
C542642,F346
C542643,F670
C542644,F268
C542645,F494
542646,F210
542647,F639
542648,F631
542649,F193
542659,F974
542662,F974
542664,F747
542667,F904
542673,F746
542678,F559
542690,F985
542691,F299
542692,F225
C542693,F183
542694,F891
C542704,F833
542707,F529
542708,F907
542709,F208
542710,F212
542711,F227
542712,F808
542713,F336
C542714,F373
542715,F110
542716,F218
542717,F181
542718,F790
542719,F793
542720,F129
C542721,F190
542722,F200
542723,F878
542724,F878
542725,F100
C542726,F593
542727,F153
542728,F119
542729,F146
542731,F516
C542730,F116
C542732,F347
542733,F367
542735,F706
C542734,F929
542736,F877
542737,F276
C542738,F302
542739,F742
C542740,F483
542741,F634
542743,F239
C542742,F555
C542744,F502
542745,F975
542746,F180
C542748,F546
C542753,F754
542759,F662
542776,F137
542777,F860
542778,F776
542779,F594
542780,F363
C542781,F131
542782,F108
542783,F815
542784,F263
542785,F692
542786,F496
C542787,F684
542788,F736
542789,F209
542790,F649
542791,F482
C542792,F200
C542793,F184
542794,F294
542795,F257
542796,F321
542797,F962
C542798,F427
C542799,F853
542800,F219
542806,F539
C542805,F296
542812,F871
C542832,F237
542835,F110
542836,F721
542849,F212
542858,F197
542859,F404
C542860,F503
542861,F901
542862,F602
542863,F204
542864,F252
542865,F513
C542866,F654
542867,F300
542868,F186
542869,F209
542870,F238
542871,F437
542872,F508
542879,F459
542880,F885
542881,F499
542882,F713
542883,F859
542884,F207
542885,F561
542886,F498
542887,F641
542888,F559
542889,F131
542890,F345
542891,F668
542892,F848
542893,F372
542894,F572
542895,F858
542896,F131
542897,F239
542898,F815
542899,F558
542900,F203
542901,F316
542902,F768
542903,F199
542904,F515
542905,F668
542906,F131
542907,F505
542908,F169
542909,F211
C542910,F457
542911,F604
C542912,F826
C542913,F825
542914,F484
542915,F550
C542916,F981
542919,F631
542920,F481
542921,F618
542922,F493
542923,F608
542925,F758
C542924,F631
542926,F853
542927,F730
542928,F986
542929,F722
542930,F777
542931,F549
542932,F661
542933,F643
542934,F757
542936,F416
542944,F889
C542951,F920
542965,F496
542989,F618
542990,F173
C542991,F687
542992,F726
542993,F730
542994,F454
542995,F888
542996,F667
542997,F828
542998,F166
542999,F487
543000,F151
543001,F462
543002,F853
543003,F802
C543004,F777
543005,F290
543006,F860
543007,F905
543008,F792
543009,F461
543010,F140
543011,F124
543012,F679
543013,F437
543014,F957
543015,F474
543016,F682
543017,F954
543018,F973
543019,F314
543020,F877
543021,F198
543022,F634
543023,F316
543024,F513
543025,F134
C543026,F259
543027,F732
543028,F873
543029,F469
543030,F944
543031,F695
543032,F531
543033,F332
543034,F728
543035,F510
543036,F776
543037,F912
543038,F550
C543039,F707
543040,F950
543041,F169
C543042,F919
543043,F801
543044,F908
543045,F817
543046,F194
543047,F745
543048,F541
543049,F633
C543050,F702
543051,F552
C543052,F303
543053,F835
543054,F226
543055,F132
543056,F756
543057,F577
543094,F557
543095,F340
543096,F836
543097,F383
543098,F167
543099,F889
543106,F497
543107,F748
543108,F576
C543109,F331
543111,F580
C543112,F974
543113,F351
543114,F596
543115,F661
543116,F207
543117,F490
543118,F367
C543119,F862
543120,F308
543121,F889
543122,F294
543123,F884
